38%,Not offered,9,$35,Offered at cooperating institution (St. Mary's University of San Antonio),13.6%,"$21,495",63%,3.2,"$18,633","$16,063","$6,560","$9,658","$9,710","$9,507","$28,932",52,0%,63.5%,Yes,No,49,68%,65,9%,26%,92%,N/A,90%,102,N/A,1049.0,1.1%,Not offered,0,0,3%,-5,2.7,56.4%,43%,84%,50,Either SAT or ACT,"$7,872 (2016-17)",840-1020,30,Less selective,13:1,105,50%,88%,"3,334","$27,140 (2016-17)",5%,5%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0
52%,Offered at cooperating institution (Manhattan College),217,$50,Offered at cooperating institution (St. John's University),4.6%,"$30,427",77%,3.2,"$28,119","$25,983","$9,941","$16,562","$20,111","$17,580","$33,749",257,2%,48.9%,Yes,No,89,84%,156,17%,43%,89%,69%,75%,206,3.5,1050.0,9.4%,Not offered,11,13,42%,-5,2.3,63.8%,57%,70%,105,Neither SAT nor ACT,"$18,280 (2016-17)",940-1160,30,Selective,14:1,229,75%,74%,"12,843","$42,772 (2016-17)",4%,5%,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68%,Not offered,17,$40,Offered on campus,11%,"$35,634",83%,3.7,"$26,137","$23,228",$0,$0,"$19,945","$16,755","$29,866",156,3%,53.2%,No,No,22,76%,13,50%,85%,91%,80%,73%,13,N/A,1051.0,4%,Not offered,0,0,21%,0,3.2,85.2%,68%,74%,70,Either SAT or ACT,"$10,330 (2016-17)",980-1230,66,Selective,12:1,18,75%,79%,"3,191","$39,430 (2016-17)",0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,8
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1052.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neither SAT nor ACT,"$11,198 (2015-16)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$33,070 (2015-16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1053.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neither SAT nor ACT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44%,Not offered,217,$30,Not offered,7.4%,"$22,136",80%,3.3,"$18,417","$14,927","$2,720","$3,464","$2,772","$2,827","$41,706",200,4%,64.4%,No,No,214,45%,200,N/A,N/A,52%,N/A,75%,195,3.2,1054.0,3.2%,Not offered,0,0,15%,-11,2.5,86.4%,55%,80%,32,Either SAT or ACT,"$7,920 (2016-17)",850-1130,N/A,Selective,13:1,189,60%,80%,"1,555","$29,079 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71%,Offered at cooperating institution (University of Portland),21,$40,Offered at cooperating institution (Portland State University),9.5%,"$30,168",80%,N/A,"$11,440","$10,421",$0,$0,"$19,599","$18,803","$30,081",N/A,3%,60%,No,No,26,79%,15,N/A,N/A,90%,N/A,79%,22,N/A,1055.0,1.6%,Not offered,N/A,N/A,N/A,3,3,83.1%,68%,57%,59,Either SAT or ACT,"$11,822 (2016-17)",990-1190,57,Selective,11:1,42,60%,57%,"3,810","$41,054 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
22%,Not offered,184,$35,Offered on campus,N/A,N/A,58%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65,N/A,N/A,No,No,173,22%,182,N/A,N/A,N/A,N/A,N/A,227,3,1056.0,N/A,Not offered,4,4,N/A,-2,2,90.7%,24%,N/A,44,Either SAT or ACT,"$6,662 (2015-16)",670-850,N/A,Least selective,N/A,228,10%,N/A,N/A,"$14,224 (2015-16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44%,Not offered,100,$50,Offered at cooperating institution (Florida Atlantic University),4.1%,"$18,826",73%,3.6,"$17,554","$15,897","$8,656","$12,507","$12,546","$10,899","$30,410",100,2%,61.1%,Yes,No,46,93%,59,N/A,N/A,82%,60%,64%,52,N/A,1057.0,3.9%,Not offered,N/A,N/A,32%,-10,2.7,73.2%,54%,72%,49,Either SAT or ACT,"$9,447 (2016-17)",940-1180,48,Selective,13:1,70,65%,73%,"3,918","$28,520 (2016-17)",0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0
N/A,N/A,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58,N/A,48,N/A,N/A,N/A,N/A,N/A,73,N/A,1058.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neither SAT nor ACT,N/A,N/A,16,N/A,N/A,61,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1059.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neither SAT nor ACT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$2,973 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1060.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neither SAT nor ACT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29%,N/A,162,$25,Offered on campus,0.8%,"$10,589",60%,3.2,"$5,084","$4,760","$7,556","$8,628","$6,706","$7,340","$22,115",700,0%,90%,No,No,13,42%,131,10%,35%,82%,92%,33%,142,N/A,1061.0,N/A,N/A,0,0,N/A,-28,2.3,24.3%,57%,65%,53,ACT,"$7,710 (2016-17)",22,N/A,Selective,17:1,94,60%,76%,"12,610","$12,130 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41%,N/A,29,N/A,N/A,N/A,"$21,950",69%,N/A,"$17,874","$17,088",$0,$0,"$9,526","$10,112",N/A,N/A,N/A,N/A,N/A,N/A,30,98%,31,N/A,N/A,N/A,N/A,N/A,26,N/A,1062.0,N/A,N/A,N/A,N/A,N/A,0,2.7,84%,41%,90%,N/A,Neither SAT nor ACT,"$11,290 (2016-17)",N/A,26,Least selective,N/A,41,N/A,85%,N/A,"$25,723 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56%,Not offered,27,$50,Not offered,N/A,N/A,70%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0%,88.1%,No,No,8,N/A,30,N/A,N/A,77%,N/A,N/A,13,N/A,1063.0,0.3%,Not offered,0,N/A,8%,N/A,2,51.4%,N/A,N/A,0,Neither SAT nor ACT,N/A,N/A,25,N/A,13:1,39,N/A,N/A,"1,708","$14,184 (2015-16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,N/A,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,N/A,21,N/A,N/A,N/A,N/A,N/A,37,N/A,1064.0,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,Neither SAT nor ACT,N/A,N/A,6,N/A,N/A,26,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1065.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neither SAT nor ACT,"$14,368 (2015-16)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$34,410 (2015-16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,N/A,N/A,$40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1066.0,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neither SAT nor ACT,"$9,623 (2015-16)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$22,800 (2015-16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38%,Not offered,25,$50,Offered at cooperating institution (Bucknell University),1.3%,"$4,089",72%,3.1,"$3,819","$4,089",N/A,N/A,N/A,N/A,N/A,994,0%,62.3%,No,No,3,85%,7,7%,22%,22%,88%,N/A,25,N/A,1067.0,1.1%,Not offered,0,0,11%,-9,3,82.2%,47%,77%,N/A,Neither SAT nor ACT,"$10,546 (2016-17)",840-1050,42,Less selective,14:1,18,N/A,78%,"5,514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,Not offered,N/A,$50,Offered at cooperating institution (Gannon University),N/A,"$11,130",N/A,3.3,"$7,536","$7,244",N/A,N/A,"$3,393","$3,380","$39,346",854,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,67%,N/A,81%,N/A,N/A,1068.0,8.7%,Not offered,4,4,10%,N/A,N/A,N/A,N/A,43%,121,Either SAT or ACT,"$10,920 (2015-16)",N/A,N/A,N/A,15:1,N/A,60%,44%,"4,327",0,4%,7%,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86%,Offered on campus,68,$50,Offered on campus,14.3%,"$11,584",93%,3.6,"$7,173","$7,693","$28,728","$28,441","$4,164","$3,894","$35,972","8,556",15%,38.9%,No,No,108,51%,55,41%,82%,79%,44%,56%,40,4,1069.0,10.7%,Offered on campus,57,29,31%,13,3.7,95.8%,73%,23%,"1,099",Either SAT or ACT,"$11,860 (2016-17)",1090-1300,62,More selective,16:1,98,90%,18%,"47,307",0,18%,19%,34,0,27,10,0,23,0,24,23,16,0,0,5,0,0,0,0,18,16,0,0,18,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,56,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1070.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neither SAT nor ACT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,N/A,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58,N/A,48,N/A,N/A,N/A,N/A,N/A,73,N/A,1071.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neither SAT nor ACT,N/A,N/A,16,N/A,N/A,61,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84%,Offered at cooperating institution (University of California--Los Angeles),175,$65,Offered at cooperating institution (University of California--Los Angeles),6.9%,"$40,575",93%,3.6,"$32,940","$36,881","$38,798","$43,477","$12,842","$16,752","$34,820",830,2%,69.2%,No,No,34,38%,66,48%,80%,88%,67%,57%,55,4.4,1072.0,10%,Not offered,5,8,42%,7,3.3,77.9%,77%,53%,113,Either SAT or ACT,"$14,330 (2016-17)",1100-1320,62,More selective,13:1,74,50%,54%,"7,632","$50,022 (2016-17)",6%,9%,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,29,28,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38%,N/A,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,144,N/A,128,N/A,N/A,N/A,N/A,N/A,140,N/A,1073.0,N/A,N/A,N/A,N/A,N/A,N/A,2.2,N/A,N/A,N/A,N/A,Neither SAT nor ACT,"$7,106 (2015-16)",N/A,25,N/A,N/A,148,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43%,Not offered,32,N/A,Offered at cooperating institution (University of North Carolina--Charlotte),10.9%,"$23,825",68%,3.5,"$8,771","$9,250",N/A,N/A,N/A,N/A,"$29,000",321,0%,66.9%,No,No,21,47%,42,8%,28%,85%,N/A,80%,84,N/A,1074.0,5.7%,Not offered,0,0,19%,-3,2.3,83.9%,46%,74%,30,Either SAT or ACT,"$10,700 (2016-17)",805-1060,42,Less selective,13:1,104,50%,88%,"1,624","$28,995 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0
65%,Not offered,101,$40,Not offered,6.4%,"$26,759",79%,3.5,"$27,568","$21,974","$9,750","$18,010","$12,760","$10,819","$39,058",100,0%,68%,No,No,56,64%,61,17%,41%,79%,72%,82%,74,N/A,1075.0,4.3%,Not offered,N/A,N/A,41%,2,2.7,50.8%,63%,77%,35,Either SAT or ACT,"$12,570 (2016-17)",980-1180,59,Selective,13:1,45,75%,81%,"3,716","$37,800 (2016-17)",1%,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40%,Not offered,210,$25,Offered at cooperating institution (University of Central Arkansas),9.9%,"$13,375",64%,2.8,"$12,206","$10,033","$3,528","$3,437","$13,744","$15,503",N/A,N/A,4%,75%,No,No,221,60%,148,5%,28%,63%,N/A,N/A,212,2.5,1076.0,5.3%,Not offered,5,4,48%,6,1.8,84.2%,34%,85%,24,Either SAT or ACT,"$9,064 (2016-17)",14-19,N/A,Less selective,15:1,224,75%,93%,584,"$12,414 (2016-17)",2%,3%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45%,Not offered,96,N/A,Not offered,4.4%,"$18,831",70%,3.4,"$17,050","$14,708",$0,$0,"$12,085","$10,771","$29,289",186,0%,74.8%,No,No,15,57%,55,14%,40%,72%,N/A,80%,56,N/A,1077.0,0.9%,Not offered,N/A,N/A,9%,1,2.4,70.6%,44%,82%,27,Either SAT or ACT,"$9,400 (2016-17)",870-1100,47,Selective,11:1,80,40%,83%,"2,264","$23,112 (2016-17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,19,0,0,0,39,0,0,0,0,0,0
28%,Not offered,184,$25,Not offered,N/A,N/A,58%,2.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,0%,80.5%,No,No,137,71%,140,N/A,N/A,81%,79%,N/A,221,2.5,1078.0,35%,Not offered,N/A,N/A,N/A,-14,1.8,59.5%,42%,N/A,25,Either SAT or ACT,"$12,980 (2015-16)",680-860,N/A,Least selective,15:1,232,65%,N/A,487,"$27,250 (2015-16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48%,Not offered,73,$30,Offered on campus,7.4%,"$6,452",73%,3.3,"$5,990","$4,475","$6,430","$5,627","$1,947","$2,100","$23,472",445,6%,44.8%,No,No,85,82%,126,31%,46%,81%,70%,69%,96,N/A,1079.0,3.5%,Not offered,6,3,28%,-1,2.6,91.2%,49%,45%,148,Either SAT or ACT,"$7,572 (2016-17)",19-24,51,Selective,18:1,98,20%,41%,"7,244",0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90%,Offered at cooperating institution (Harvey Mudd College),41,$70,Offered at cooperating institution (Claremont Mckenna College),32%,N/A,92%,3.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,0%,72.7%,No,Yes,23,13%,29,60%,98%,100%,N/A,N/A,37,4.2,1080.0,7.3%,Not offered,0,0,51%,7,3.6,93.5%,83%,N/A,71,Neither SAT nor ACT,"$15,210 (2015-16)",1250-1440,78,Most selective,10:1,46,75%,N/A,"1,067","$48,660 (2015-16)",0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,Not offered,27,$200,Not offered,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,39,N/A,30,N/A,N/A,N/A,N/A,N/A,49,N/A,1081.0,N/A,Not offered,N/A,N/A,N/A,N/A,1.8,N/A,N/A,N/A,N/A,Neither SAT nor ACT,N/A,N/A,3,N/A,N/A,39,N/A,N/A,N/A,"$11,350 (2015-16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
